,dteday,hr,holiday,weekday,workingday,season_t,weather,temperature,s_temp,humidity,winds,n_employee,exp_employee,occupancy
5661,2012-03-09,8,0,5,1,spring,Cloudy,13.940000000000001,14.395,42,35.0,3.0,2.86,501
5662,2012-05-17,20,0,4,1,summer,Clear,24.599999999999998,31.06,40,13.0,2.33,17.14,446
5663,2012-03-16,14,0,5,1,spring,Cloudy,19.68,23.485,72,0.0,2.0,15.29,202
5664,2011-06-21,7,0,2,1,fall,Cloudy,24.599999999999998,25.759999999999998,94,0.0,2.67,20.57,309
5665,2012-03-14,20,0,3,1,spring,Clear,25.419999999999998,31.06,35,7.0,2.33,1.14,330
5666,2012-07-01,8,0,0,0,fall,Clear,31.98,37.12,62,7.0,2.0,11.57,142
5667,2011-04-15,22,1,5,0,summer,Cloudy,15.58,19.695,82,26.0,2.67,11.0,80
5668,2011-06-26,8,0,0,0,fall,Clear,26.240000000000002,31.06,61,13.0,2.0,25.14,107
5669,2012-05-22,5,0,2,1,summer,LightRain,22.96,26.515,88,13.0,3.0,7.71,17
5670,2011-02-08,6,0,2,1,spring,Clear,10.66,11.365,70,22.0,2.0,10.43,39
5671,2011-05-08,8,0,0,0,summer,Clear,21.32,25.0,63,9.0,2.67,26.14,86
5672,2011-12-08,17,0,4,1,winter,Clear,12.299999999999999,15.909999999999998,49,7.0,2.0,11.43,331
5673,2012-10-27,7,0,6,0,winter,Clear,19.68,23.485,83,13.0,2.0,29.71,86
5674,2012-08-24,18,0,5,1,fall,Cloudy,29.52,34.089999999999996,62,13.0,2.0,26.57,736
5675,2012-11-10,17,0,6,0,winter,Clear,20.5,24.240000000000002,45,13.0,2.67,19.0,501
5676,2012-12-29,13,0,6,0,spring,LightRain,8.200000000000001,12.120000000000001,100,0.0,2.33,11.14,84
5677,2012-10-22,17,0,1,1,winter,Clear,25.419999999999998,31.06,33,7.0,2.33,24.71,922
5678,2011-03-02,3,0,3,1,spring,Clear,9.02,10.605,69,19.0,2.33,2.14,4
5679,2011-11-21,9,0,1,1,winter,Cloudy,19.68,23.485,94,7.0,3.0,20.71,237
5680,2011-03-19,20,0,6,0,spring,Clear,17.22,21.21,35,15.0,2.33,24.86,108
5681,2012-06-23,5,0,6,0,fall,Cloudy,26.240000000000002,28.79,83,13.0,1.67,1.29,12
5682,2011-04-02,10,0,6,0,summer,Cloudy,14.76,17.424999999999997,56,11.0,2.67,2.86,154
5683,2011-03-21,12,0,1,1,summer,Cloudy,18.04,21.97,77,17.0,2.67,29.29,81
5684,2011-01-16,21,0,0,0,spring,Clear,7.38,9.85,51,11.0,2.67,13.14,28
5685,2011-07-29,15,0,5,1,fall,Clear,39.36,43.18,30,17.0,1.67,10.29,169
5686,2012-04-04,4,0,3,1,summer,Clear,17.22,21.21,67,6.0,1.67,26.43,1
5687,2011-08-13,3,0,6,0,fall,Clear,27.060000000000002,31.06,65,9.0,1.67,18.57,27
5688,2011-12-20,7,0,2,1,winter,Cloudy,14.76,18.94,62,0.0,2.33,6.29,268
5689,2012-09-23,2,0,0,0,winter,Clear,21.32,25.0,48,17.0,2.0,6.71,95
5690,2011-10-27,6,0,4,1,winter,LightRain,20.5,24.240000000000002,82,0.0,2.0,29.0,46
5691,2011-04-02,2,0,6,0,summer,Clear,9.84,12.120000000000001,75,9.0,2.0,17.0,21
5692,2012-04-22,13,0,0,0,summer,LightRain,15.58,19.695,82,24.0,2.0,19.0,52
5693,2012-05-07,0,0,1,1,summer,Cloudy,21.32,25.0,77,9.0,2.33,23.29,34
5694,2011-11-27,8,0,0,0,winter,Clear,16.400000000000002,20.455000000000002,82,20.0,2.0,2.14,42
5695,2011-03-25,19,0,5,1,summer,Cloudy,12.299999999999999,14.395,36,19.0,2.33,17.29,135
5696,2011-01-04,14,0,2,1,spring,Clear,10.66,12.879999999999999,52,15.0,2.67,15.57,63
5697,2011-11-07,2,0,1,1,winter,Clear,13.120000000000001,17.424999999999997,93,0.0,2.33,25.71,2
5698,2011-11-05,23,0,6,0,winter,Clear,11.48,15.909999999999998,70,0.0,2.67,6.43,85
5699,2011-02-06,11,0,0,0,spring,Clear,13.120000000000001,15.15,49,17.0,2.0,22.57,117
5700,2012-08-26,0,0,0,0,fall,Clear,26.240000000000002,28.79,89,17.0,2.0,6.71,134
5701,2011-07-07,2,0,4,1,fall,Clear,27.060000000000002,29.544999999999998,89,13.0,2.67,13.71,8
5702,2012-08-01,20,0,3,1,fall,Clear,30.34,34.85,66,11.0,2.33,20.29,513
5703,2011-12-24,19,0,6,0,spring,Clear,12.299999999999999,15.909999999999998,52,6.0,2.33,15.71,25
5704,2011-09-17,18,0,6,0,fall,Cloudy,21.32,25.0,72,15.0,2.67,26.14,329
5705,2011-06-25,14,0,6,0,fall,Clear,30.34,33.335,45,20.0,2.0,18.0,383
5706,2012-09-11,16,0,2,1,fall,Clear,28.7,31.819999999999997,28,9.0,2.33,0.57,536
5707,2012-01-07,13,0,6,0,spring,Clear,18.04,21.97,44,13.0,3.0,14.14,445
5708,2012-04-13,0,0,5,1,summer,Clear,16.400000000000002,20.455000000000002,37,17.0,2.0,9.71,55
5709,2011-03-21,7,0,1,1,summer,LightRain,12.299999999999999,13.635,87,28.0,1.67,6.86,18
5710,2011-02-26,3,0,6,0,spring,Clear,9.02,11.365,55,9.0,3.0,25.29,8
5711,2012-06-25,13,0,1,1,fall,Clear,29.52,33.335,51,20.0,2.33,16.71,260
5712,2012-01-05,11,0,4,1,spring,Clear,12.299999999999999,16.665,49,0.0,1.67,11.0,84
5713,2011-05-09,16,0,1,1,summer,Clear,26.240000000000002,31.06,38,15.0,2.0,17.86,304
5714,2012-08-15,22,0,3,1,fall,Clear,28.7,32.574999999999996,61,11.0,2.67,25.0,226
5715,2011-09-29,15,0,4,1,winter,Clear,27.880000000000003,31.819999999999997,45,26.0,2.33,4.43,227
5716,2012-08-26,1,0,0,0,fall,Clear,26.240000000000002,28.79,89,13.0,1.67,2.29,134
5717,2011-04-25,0,0,1,1,summer,LightRain,21.32,25.0,100,0.0,2.67,9.57,12
5718,2012-01-27,14,0,5,1,spring,Clear,20.5,24.240000000000002,55,37.0,2.0,3.57,176
5719,2012-06-23,11,0,6,0,fall,Clear,31.16,34.089999999999996,48,15.0,2.67,9.86,516
5720,2011-04-10,22,0,0,0,summer,Clear,18.04,21.97,94,17.0,3.0,15.29,57
5721,2012-11-15,22,0,4,1,winter,Cloudy,13.120000000000001,15.909999999999998,66,11.0,2.0,19.43,153
5722,2012-11-24,23,0,6,0,winter,Clear,9.84,11.365,44,13.0,2.33,16.43,57
5723,2011-06-28,17,0,2,1,fall,LightRain,33.62,39.395,56,19.0,2.33,13.14,579
5724,2012-10-12,14,0,5,1,winter,Clear,22.96,26.515,37,31.0,2.33,0.71,371
5725,2012-06-04,5,0,1,1,summer,Clear,21.32,25.0,68,0.0,3.0,11.0,35
5726,2011-06-14,7,0,2,1,summer,Clear,22.96,26.515,52,28.0,1.67,27.43,365
5727,2012-12-26,19,0,3,1,spring,LightRain,12.299999999999999,14.395,87,13.0,3.0,26.57,35
5728,2012-10-15,7,0,1,1,winter,Cloudy,23.779999999999998,27.275,68,22.0,3.0,3.86,476
5729,2012-12-17,4,0,1,1,winter,LightRain,14.76,18.94,100,0.0,1.67,4.29,5
5730,2012-03-23,1,0,5,1,summer,Clear,22.14,25.759999999999998,88,0.0,2.33,2.57,50
5731,2011-06-02,0,0,4,1,summer,Clear,30.34,32.574999999999996,40,24.0,2.33,25.57,42
5732,2011-04-06,8,0,3,1,summer,Clear,13.120000000000001,15.15,61,15.0,1.67,6.29,325
5733,2011-04-23,6,0,6,0,summer,Cloudy,13.940000000000001,16.665,100,11.0,2.67,16.29,11
5734,2011-09-19,9,0,1,1,fall,Cloudy,22.14,25.759999999999998,68,11.0,1.67,29.86,215
5735,2011-03-08,15,0,2,1,spring,Cloudy,14.76,18.94,18,0.0,1.67,0.29,112
5736,2012-06-10,7,0,0,0,summer,Clear,24.599999999999998,28.79,78,7.0,2.33,20.86,62
5737,2012-05-01,19,0,2,1,summer,Clear,28.7,32.574999999999996,54,9.0,1.67,27.29,487
5738,2012-07-01,12,0,0,0,fall,Clear,36.9,40.910000000000004,37,15.0,1.67,28.57,433
5739,2012-07-24,16,0,2,1,fall,Clear,32.800000000000004,37.88,55,20.0,2.33,18.43,455
5740,2011-09-25,11,0,0,0,winter,Cloudy,27.060000000000002,30.305,78,9.0,2.33,19.86,361
5741,2012-04-01,4,0,0,0,summer,Cloudy,13.940000000000001,17.424999999999997,81,6.0,2.33,21.57,12
5742,2011-09-02,6,0,5,1,fall,Clear,24.599999999999998,28.03,83,9.0,2.67,19.71,76
5743,2011-08-27,15,0,6,0,fall,LightRain,26.240000000000002,28.79,89,37.0,2.0,12.0,30
5744,2011-12-21,15,0,3,1,spring,Cloudy,19.68,23.485,88,26.0,2.33,13.14,61
5745,2011-09-22,15,0,4,1,fall,Cloudy,27.880000000000003,31.819999999999997,79,11.0,3.0,3.14,181
5746,2012-03-23,21,0,5,1,summer,Clear,25.419999999999998,31.06,53,7.0,2.33,5.29,284
5747,2011-10-31,1,0,1,1,winter,Clear,10.66,15.15,81,0.0,1.67,19.0,13
5748,2012-05-13,19,0,0,0,summer,Cloudy,27.060000000000002,31.06,50,28.0,2.33,20.29,339
5749,2012-08-01,11,0,3,1,fall,Clear,31.16,35.605,57,6.0,3.0,24.71,234
5750,2012-08-09,22,0,4,1,fall,Cloudy,27.060000000000002,31.06,69,15.0,2.33,5.0,259
5751,2012-11-20,20,0,2,1,winter,Cloudy,15.58,19.695,76,0.0,2.67,5.86,235
5752,2012-05-09,6,0,3,1,summer,Cloudy,22.96,26.515,88,7.0,2.33,4.57,126
5753,2011-03-28,17,0,1,1,summer,Clear,13.940000000000001,15.15,23,20.0,2.33,22.57,252
5754,2012-02-07,4,0,2,1,spring,Cloudy,12.299999999999999,16.665,70,0.0,2.67,20.0,3
5755,2011-11-24,0,1,4,0,winter,Clear,13.120000000000001,15.15,56,15.0,1.67,6.29,23
5756,2011-01-23,16,0,0,0,spring,Clear,6.5600000000000005,6.819999999999999,26,22.0,2.0,7.86,65
5757,2012-03-21,4,0,3,1,summer,Cloudy,20.5,24.240000000000002,88,9.0,3.0,8.29,4
5758,2011-09-19,6,0,1,1,fall,Clear,20.5,24.240000000000002,77,15.0,2.33,24.29,113
5759,2012-08-06,1,0,1,1,fall,Clear,29.52,34.85,79,6.0,1.67,2.71,11
5760,2012-11-29,18,0,4,1,winter,Clear,13.120000000000001,15.909999999999998,49,11.0,1.67,21.86,537
5761,2012-09-20,8,0,4,1,fall,Clear,20.5,24.240000000000002,68,6.0,2.33,28.14,790
5762,2012-07-16,22,0,1,1,fall,Clear,31.16,35.605,62,6.0,2.33,7.14,284
5763,2012-02-10,6,0,5,1,spring,Clear,8.200000000000001,9.85,59,13.0,2.33,4.86,64
5764,2011-07-09,14,0,6,0,fall,Clear,34.44,37.12,36,9.0,3.0,29.29,373
5765,2011-04-29,23,0,5,1,summer,Cloudy,18.04,21.97,54,6.0,2.33,10.57,113
5766,2011-10-02,15,0,0,0,winter,LightRain,14.76,16.665,81,17.0,3.0,2.0,173
5767,2011-09-08,20,0,4,1,fall,Cloudy,25.419999999999998,27.275,94,11.0,1.67,3.71,89
5768,2012-11-27,12,0,2,1,winter,LightRain,11.48,12.879999999999999,87,26.0,2.0,11.86,76
5769,2011-10-05,9,0,3,1,winter,Clear,22.14,25.759999999999998,60,20.0,2.0,8.86,219
5770,2011-07-26,5,0,2,1,fall,Clear,27.060000000000002,29.544999999999998,89,6.0,2.0,10.43,27
5771,2011-11-20,3,0,0,0,winter,Cloudy,16.400000000000002,20.455000000000002,66,19.0,2.67,15.57,37
5772,2012-11-21,5,0,3,1,winter,Clear,11.48,14.395,87,7.0,2.0,14.14,29
5773,2011-12-18,7,0,0,0,winter,Clear,8.200000000000001,10.605,59,11.0,2.0,12.14,12
5774,2012-05-06,7,0,0,0,summer,LightRain,21.32,25.0,83,11.0,2.67,2.86,36
5775,2011-09-27,12,0,2,1,winter,Cloudy,27.060000000000002,29.544999999999998,89,9.0,1.67,21.0,162
5776,2012-02-15,20,0,3,1,spring,Clear,14.76,17.424999999999997,46,11.0,1.67,25.71,211
5777,2012-06-10,3,0,0,0,summer,Clear,26.240000000000002,30.305,73,7.0,3.0,23.57,29
5778,2011-04-16,12,0,6,0,summer,Cloudy,18.86,22.725,88,39.0,2.33,10.43,32
5779,2011-06-10,19,0,5,1,summer,Clear,31.98,37.12,59,13.0,2.67,14.29,306
5780,2011-09-30,14,0,5,1,winter,Cloudy,26.240000000000002,31.06,47,20.0,3.0,16.86,266
5781,2011-12-31,22,0,6,0,spring,Clear,15.58,19.695,62,9.0,2.67,14.0,38
5782,2011-11-28,14,0,1,1,winter,Clear,24.599999999999998,31.06,56,0.0,2.0,12.86,143
5783,2012-08-25,22,0,6,0,fall,Clear,25.419999999999998,28.79,83,24.0,2.67,20.71,182
5784,2012-05-30,18,0,3,1,summer,Clear,30.34,33.335,48,11.0,2.67,17.0,796
5785,2012-02-12,16,0,0,0,spring,Clear,8.200000000000001,8.334999999999999,34,31.0,2.67,15.43,164
5786,2011-12-07,10,0,3,1,winter,LightRain,18.04,21.97,100,6.0,1.67,20.29,33
5787,2011-09-26,18,0,1,1,winter,Clear,27.060000000000002,30.305,83,7.0,3.0,6.0,553
5788,2011-07-24,19,0,0,0,fall,Clear,35.26,40.15,47,11.0,2.67,13.86,240
5789,2011-01-01,18,0,6,0,spring,LightRain,17.22,21.21,88,17.0,3.0,15.86,35
5790,2011-06-02,6,0,4,1,summer,Clear,27.060000000000002,31.06,39,9.0,3.0,17.29,113
5791,2011-06-18,13,0,6,0,summer,Clear,31.16,34.85,55,0.0,3.0,24.86,327
5792,2011-01-03,4,0,1,1,spring,Clear,6.5600000000000005,6.819999999999999,47,26.0,2.33,18.86,1
5793,2011-05-14,6,0,6,0,summer,Cloudy,20.5,24.240000000000002,88,7.0,2.67,4.0,11
5794,2011-02-09,11,0,3,1,spring,Cloudy,5.74,7.575,43,11.0,3.0,30.0,41
5795,2011-09-23,11,0,5,1,winter,LightRain,25.419999999999998,25.759999999999998,100,7.0,2.33,3.0,21
5796,2011-11-03,3,0,4,1,winter,Clear,13.940000000000001,16.665,81,9.0,2.0,24.0,5
5797,2011-10-23,20,0,0,0,winter,Clear,18.04,21.97,72,6.0,2.33,0.0,144
5798,2011-09-14,9,0,3,1,fall,Clear,26.240000000000002,29.544999999999998,78,11.0,2.0,18.57,202
5799,2012-03-31,11,0,6,0,summer,Clear,18.86,22.725,72,9.0,2.0,21.29,463
5800,2012-01-03,16,0,2,1,spring,Clear,5.74,4.545,39,39.0,2.0,9.71,136
5801,2011-05-16,22,0,1,1,summer,Clear,22.96,26.515,88,6.0,3.0,26.0,127
5802,2011-05-07,19,0,6,0,summer,Clear,22.96,26.515,43,13.0,3.0,16.86,267
5803,2011-03-04,15,0,5,1,spring,Clear,14.76,16.665,40,20.0,3.0,23.14,106
5804,2011-01-07,1,0,5,1,spring,Cloudy,8.200000000000001,9.85,69,15.0,2.33,27.86,7
5805,2012-03-02,14,0,5,1,spring,Cloudy,18.04,21.97,44,19.0,3.0,4.71,205
5806,2012-03-21,13,0,3,1,summer,Cloudy,22.14,25.759999999999998,83,0.0,2.0,23.43,303
5807,2011-05-18,3,0,3,1,summer,LightRain,21.32,25.0,94,20.0,2.67,17.86,9
5808,2011-08-06,17,0,6,0,fall,LightRain,30.34,35.605,79,11.0,2.33,19.14,149
5809,2011-01-05,21,0,3,1,spring,Clear,8.200000000000001,9.85,51,13.0,3.0,22.29,43
5810,2011-12-11,16,0,0,0,winter,Clear,12.299999999999999,16.665,26,0.0,1.67,12.0,206
5811,2012-11-08,9,0,4,1,winter,Clear,13.120000000000001,14.395,31,24.0,2.33,2.71,275
5812,2011-07-13,21,0,3,1,fall,Clear,28.7,33.335,79,7.0,3.0,22.14,250
5813,2011-07-15,9,0,5,1,fall,Clear,27.880000000000003,31.819999999999997,54,13.0,2.0,16.14,207
5814,2012-04-26,23,0,4,1,summer,Clear,20.5,24.240000000000002,88,11.0,1.67,7.71,112
5815,2011-07-19,8,0,2,1,fall,Cloudy,31.16,36.364999999999995,70,11.0,2.67,16.0,412
5816,2012-04-19,3,0,4,1,summer,Cloudy,17.22,21.21,77,0.0,3.0,6.43,4
5817,2011-12-02,23,0,5,1,winter,Clear,13.120000000000001,15.15,53,19.0,2.67,18.71,95
5818,2012-09-11,19,0,2,1,fall,Clear,25.419999999999998,31.06,41,13.0,2.33,17.86,596
5819,2012-06-19,23,0,2,1,summer,Clear,29.52,34.85,79,9.0,3.0,3.43,125
5820,2012-08-03,21,0,5,1,fall,Cloudy,31.16,36.364999999999995,66,13.0,1.67,29.14,278
5821,2011-05-21,11,0,6,0,summer,Clear,26.240000000000002,31.06,53,9.0,1.67,2.29,418
5822,2012-03-29,9,0,4,1,summer,Clear,19.68,23.485,48,28.0,2.67,5.0,321
5823,2011-06-23,10,0,4,1,fall,Cloudy,31.16,36.364999999999995,66,9.0,3.0,7.14,127
5824,2011-07-07,14,0,4,1,fall,Clear,35.26,39.395,41,17.0,1.67,20.0,160
5825,2012-07-05,7,0,4,1,fall,Clear,31.16,34.85,55,0.0,1.67,19.0,343
5826,2012-10-31,23,0,3,1,winter,Clear,14.76,18.18,56,6.0,2.67,0.14,101
5827,2012-02-15,8,0,3,1,spring,Clear,13.120000000000001,14.395,61,24.0,3.0,2.86,515
5828,2012-04-25,19,0,3,1,summer,Clear,24.599999999999998,29.544999999999998,20,13.0,3.0,18.0,543
5829,2012-03-25,14,0,0,0,summer,Cloudy,18.04,21.97,88,11.0,2.33,20.43,414
5830,2011-01-20,20,0,4,1,spring,Cloudy,10.66,12.120000000000001,60,19.0,2.0,3.71,126
5831,2011-11-04,5,0,5,1,winter,Cloudy,15.58,19.695,87,0.0,3.0,23.14,23
5832,2011-06-09,9,0,4,1,summer,Clear,34.44,39.395,49,0.0,2.33,6.29,168
5833,2011-11-03,23,0,4,1,winter,Clear,16.400000000000002,20.455000000000002,82,6.0,2.0,29.29,95
5834,2012-11-24,13,0,6,0,winter,Clear,13.120000000000001,15.15,36,22.0,3.0,5.86,225
5835,2011-07-31,16,0,0,0,fall,Clear,37.72,38.635000000000005,17,19.0,1.67,14.86,306
5836,2011-06-06,13,0,1,1,summer,Clear,31.98,34.089999999999996,35,0.0,2.33,15.86,180
5837,2011-04-30,1,0,6,0,summer,Cloudy,18.04,21.97,54,11.0,3.0,17.29,74
5838,2012-01-09,14,0,1,1,spring,LightRain,9.02,11.365,75,11.0,3.0,29.14,50
5839,2012-07-26,14,0,4,1,fall,Clear,36.9,43.94,47,17.0,2.0,12.0,213
5840,2011-03-23,1,0,3,1,summer,LightRain,13.940000000000001,15.909999999999998,76,15.0,3.0,18.57,7
5841,2011-02-14,7,0,1,1,spring,Clear,13.940000000000001,15.15,46,20.0,2.33,3.0,98
5842,2011-01-17,17,1,1,0,spring,Clear,8.200000000000001,9.85,51,13.0,2.33,22.86,71
5843,2012-05-03,12,0,4,1,summer,Clear,22.96,26.515,73,9.0,2.67,5.0,301
5844,2011-09-30,8,0,5,1,winter,Clear,22.14,25.759999999999998,77,9.0,2.33,22.14,456
5845,2011-03-06,20,0,0,0,spring,LightRain,11.48,12.120000000000001,100,28.0,3.0,9.29,11
5846,2011-04-08,5,0,5,1,summer,Cloudy,13.120000000000001,15.909999999999998,87,13.0,2.33,7.43,9
5847,2012-03-21,21,0,3,1,summer,Clear,22.14,25.759999999999998,83,7.0,2.0,24.57,251
5848,2012-12-01,16,0,6,0,winter,Cloudy,15.58,19.695,66,0.0,1.67,6.0,443
5849,2011-12-09,16,0,5,1,winter,Clear,14.76,17.424999999999997,62,9.0,2.0,16.71,250
5850,2011-02-14,0,0,1,1,spring,Clear,15.58,19.695,37,24.0,2.0,29.57,11
5851,2011-10-25,15,0,2,1,winter,Clear,22.96,26.515,37,7.0,2.33,12.43,234
5852,2011-08-01,3,0,1,1,fall,Clear,28.7,33.335,79,11.0,3.0,8.86,4
5853,2011-06-17,8,0,5,1,summer,Cloudy,24.599999999999998,28.03,83,0.0,2.0,17.86,454
5854,2011-05-08,18,0,0,0,summer,Clear,23.779999999999998,27.275,49,0.0,2.33,17.57,268
5855,2012-05-02,15,0,3,1,summer,Clear,26.240000000000002,30.305,65,13.0,2.0,30.0,256
5856,2011-10-18,21,0,2,1,winter,Cloudy,22.14,25.759999999999998,68,9.0,2.0,8.43,206
5857,2012-10-05,20,0,5,1,winter,Clear,24.599999999999998,28.79,78,9.0,2.0,12.29,372
5858,2011-07-22,15,0,5,1,fall,Clear,38.54,49.24,51,20.0,2.67,0.43,133
5859,2011-02-27,1,0,0,0,spring,Clear,10.66,12.879999999999999,87,13.0,2.0,23.14,37
5860,2012-02-27,9,0,1,1,spring,Clear,10.66,12.879999999999999,60,13.0,1.67,3.43,230
5861,2012-04-11,6,0,3,1,summer,Clear,11.48,14.395,56,7.0,2.0,19.71,106
5862,2011-06-27,19,0,1,1,fall,Clear,29.52,34.089999999999996,62,13.0,3.0,26.71,396
5863,2011-04-20,13,0,3,1,summer,Clear,28.7,32.574999999999996,48,26.0,1.67,13.14,177
5864,2012-12-01,10,0,6,0,winter,Cloudy,11.48,13.635,89,11.0,2.33,24.86,256
5865,2011-03-25,6,0,5,1,summer,Clear,7.38,9.09,74,15.0,2.0,9.29,32
5866,2012-12-13,13,0,4,1,winter,Clear,14.76,17.424999999999997,34,13.0,2.33,23.14,271
5867,2011-07-30,0,0,6,0,fall,Clear,31.16,34.85,55,13.0,2.0,11.43,133
5868,2011-12-28,11,0,3,1,spring,Clear,14.76,16.665,46,24.0,2.0,13.14,111
5869,2011-09-13,23,0,2,1,fall,Clear,26.240000000000002,29.544999999999998,78,7.0,1.67,11.14,74
5870,2011-11-19,2,0,6,0,winter,Clear,9.84,12.120000000000001,56,11.0,3.0,0.29,46
5871,2011-02-20,18,0,0,0,spring,Cloudy,13.940000000000001,16.665,36,9.0,2.0,25.71,101
5872,2011-03-10,18,0,4,1,spring,LightRain,18.04,21.97,0,24.0,1.67,30.14,82
5873,2011-05-17,1,0,2,1,summer,LightRain,22.96,26.515,88,0.0,2.33,1.29,13
5874,2012-10-06,15,0,6,0,winter,Clear,24.599999999999998,31.06,46,28.0,2.0,15.71,620
5875,2012-02-13,16,0,1,1,spring,Clear,14.76,17.424999999999997,23,13.0,3.0,19.57,211
5876,2011-10-28,17,0,5,1,winter,Cloudy,14.76,17.424999999999997,50,9.0,1.67,22.71,446
5877,2012-11-20,16,0,2,1,winter,Cloudy,17.22,21.21,62,6.0,3.0,16.14,395
5878,2011-06-27,6,0,1,1,fall,Cloudy,25.419999999999998,29.544999999999998,78,11.0,2.0,20.0,94
5879,2011-07-02,13,0,6,0,fall,Clear,33.62,35.605,30,7.0,2.33,1.14,404
5880,2011-04-07,19,0,4,1,summer,Clear,18.86,22.725,59,20.0,2.33,2.71,226
5881,2012-09-28,0,0,5,1,winter,LightRain,24.599999999999998,27.275,88,11.0,1.67,12.57,17
5882,2011-01-08,13,0,6,0,spring,Clear,8.200000000000001,9.09,44,22.0,1.67,28.14,102
5883,2011-03-25,2,0,5,1,summer,Clear,8.200000000000001,9.85,69,15.0,2.33,15.43,5
5884,2012-01-28,1,0,6,0,spring,Clear,12.299999999999999,15.15,52,11.0,1.67,11.57,58
5885,2012-01-05,12,0,4,1,spring,Clear,12.299999999999999,14.395,49,17.0,1.67,3.29,120
5886,2012-12-14,20,0,5,1,winter,Clear,13.120000000000001,16.665,61,9.0,1.67,26.57,221
5887,2011-05-26,22,0,4,1,summer,Clear,28.7,32.574999999999996,65,9.0,2.67,12.57,180
5888,2011-03-09,11,0,3,1,spring,Cloudy,13.120000000000001,14.395,76,26.0,2.0,5.57,59
5889,2011-04-10,9,0,0,0,summer,Cloudy,15.58,19.695,94,9.0,1.67,28.14,81
5890,2012-02-06,18,0,1,1,spring,Clear,15.58,19.695,43,15.0,1.67,26.0,437
5891,2011-03-02,2,0,3,1,spring,Clear,9.02,11.365,69,13.0,3.0,25.57,2
5892,2011-07-05,11,0,2,1,fall,Clear,31.98,34.85,46,7.0,1.67,16.43,172
5893,2011-08-12,2,0,5,1,fall,Clear,25.419999999999998,31.06,56,13.0,2.33,10.57,15
5894,2012-08-03,20,0,5,1,fall,Cloudy,31.98,37.88,66,15.0,2.67,25.14,389
5895,2012-12-19,2,0,3,1,winter,Clear,11.48,15.15,65,6.0,2.33,7.29,3
5896,2011-01-31,16,0,1,1,spring,Cloudy,6.5600000000000005,9.09,56,13.0,2.67,24.71,86
5897,2012-09-07,1,0,5,1,fall,Clear,25.419999999999998,28.03,88,7.0,2.67,7.71,29
5898,2011-06-06,14,0,1,1,summer,Clear,31.98,34.089999999999996,31,9.0,2.0,7.29,145
5899,2011-03-14,19,0,1,1,spring,Clear,14.76,17.424999999999997,43,9.0,3.0,12.29,150
5900,2011-01-23,7,0,0,0,spring,Clear,3.2800000000000002,5.305,57,11.0,3.0,2.14,2
5901,2011-01-08,5,0,6,0,spring,Cloudy,6.5600000000000005,8.334999999999999,74,11.0,2.0,9.0,5
5902,2012-11-23,0,0,5,1,winter,Clear,11.48,15.909999999999998,65,0.0,2.33,18.86,32
5903,2012-01-24,4,0,2,1,spring,Cloudy,12.299999999999999,15.909999999999998,100,6.0,2.67,22.86,2
5904,2012-10-11,12,0,4,1,winter,Clear,18.86,22.725,36,0.0,2.33,30.0,326
5905,2011-11-08,12,0,2,1,winter,Clear,21.32,25.0,52,9.0,2.67,23.43,203
5906,2011-03-25,13,0,5,1,summer,Clear,13.120000000000001,15.909999999999998,39,13.0,3.0,10.0,138
5907,2012-05-07,3,0,1,1,summer,Clear,20.5,24.240000000000002,77,13.0,2.67,16.86,5
5908,2011-11-04,6,0,5,1,winter,Cloudy,15.58,19.695,87,6.0,2.0,6.57,66
5909,2011-06-14,12,0,2,1,summer,Clear,26.240000000000002,31.06,41,24.0,2.33,7.14,169
5910,2011-06-28,21,0,2,1,fall,Clear,30.34,34.85,66,19.0,3.0,12.14,195
5911,2011-11-08,8,0,2,1,winter,Clear,13.120000000000001,16.665,93,7.0,2.33,22.0,466
5912,2012-03-28,3,0,3,1,summer,Clear,13.940000000000001,15.15,42,22.0,2.0,14.71,5
5913,2011-02-18,18,0,5,1,spring,Clear,26.240000000000002,31.06,33,22.0,3.0,14.86,224
5914,2012-05-23,0,0,3,1,summer,Clear,25.419999999999998,29.544999999999998,78,9.0,1.67,26.71,47
5915,2012-12-10,2,0,1,1,winter,Cloudy,15.58,19.695,94,7.0,2.67,17.86,5
5916,2012-02-24,9,0,5,1,spring,LightRain,14.76,16.665,81,17.0,3.0,28.57,244
5917,2011-08-14,4,0,0,0,fall,LightRain,26.240000000000002,28.03,94,13.0,2.0,27.71,3
5918,2012-08-10,5,0,5,1,fall,LightRain,28.7,33.335,84,19.0,1.67,22.43,33
5919,2012-04-13,1,0,5,1,summer,Clear,14.76,17.424999999999997,46,13.0,1.67,11.86,30
5920,2012-04-15,1,0,0,0,summer,Cloudy,22.14,25.759999999999998,56,11.0,1.67,5.0,106
5921,2011-09-02,5,0,5,1,fall,Cloudy,24.599999999999998,28.03,83,9.0,2.0,1.0,20
5922,2011-01-07,15,0,5,1,spring,Cloudy,8.200000000000001,10.605,37,11.0,3.0,12.14,72
5923,2012-09-09,20,0,0,0,fall,Clear,25.419999999999998,31.06,41,19.0,2.33,0.71,356
5924,2011-08-30,2,0,2,1,fall,Clear,22.14,25.759999999999998,73,7.0,2.0,20.43,10
5925,2012-05-24,8,0,4,1,summer,Clear,25.419999999999998,29.544999999999998,73,9.0,2.33,7.57,692
